Order_ID,Origin_City,Destination_City,Distance_km,Vehicle_Type,Delivery_Mode,Weather,Expected_Delivery_Days,Actual_Delivery_Days,Warehouse_ID,Warehouse_Region,Warehouse_Capacity,Warehouse_Handles_Fragile,Warehouse_Cold_Storage,Product_Name,Product_Category,Weight_kg,Stock_Quantity,Reorder_Level,In_Stock,Low_Stock_Alert,Packaging_Type,Packaging_Cost_LKR,Fragile,Requires_Cold_Storage,Total_Cost_LKR,Order_Date,Delivery_Status,On_Time
SL00915,Matara,Kilinochchi,499,Three Wheeler,Express,Clear,2,4,WH009,Southern,3000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,7,50,Yes,Yes,Bubble wrap and double box,850,Yes,No,18030.0,2025-07-27,Delayed,0
SL00916,Kurunegala,Kalutara,143,Van,Same-Day,Stormy,1,2,WH006,North Western,4000,Yes,No,Air Conditioner,Appliances,45.0,7,50,Yes,Yes,Wooden crate,1200,No,No,9860.0,2024-10-07,Delivered,0
SL00917,Jaffna,Kandy,335,Three Wheeler,Same-Day,Rainy,2,5,WH005,Northern,3500,No,No,Office Chair,Furniture,12.0,223,40,Yes,No,Corner guards and blankets,700,No,No,16210.0,2024-03-17,Delayed,0
SL00918,Batticaloa,Puttalam,271,Van,Economy,Foggy,4,4,WH008,Eastern,2500,No,No,Dining Table,Furniture,35.0,225,50,Yes,No,Corner guards and blankets,700,No,No,6290.0,2025-08-08,Delivered,1
SL00919,Negombo,Monaragala,222,Three Wheeler,Same-Day,Foggy,1,1,WH010,Western,4000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,382,100,Yes,No,Bubble wrap and double box,850,Yes,No,11190.0,2024-10-30,Delivered,1
SL00920,Matara,Jaffna,541,Three Wheeler,Express,Rainy,2,2,WH009,Southern,3000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,0,20,No,Yes,Insulated box,400,No,Yes,17460.0,2024-05-31,Delivered,1
SL00921,Kandy,Kurunegala,42,Three Wheeler,Same-Day,Rainy,1,1,WH003,Central,5000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,127,50,Yes,No,Insulated box,400,No,Yes,3630.0,2024-12-21,Delivered,1
SL00922,Kurunegala,Galle,212,Van,Standard,Rainy,2,2,WH006,North Western,4000,Yes,No,Air Conditioner,Appliances,45.0,333,25,Yes,No,Wooden crate,1200,No,No,8340.0,2024-01-11,Delivered,1
SL00923,Galle,Kilinochchi,487,Van,Standard,Rainy,3,6,WH004,Southern,4500,Yes,No,Air Conditioner,Appliances,45.0,28,50,Yes,Yes,Wooden crate,1200,No,No,13170.0,2025-01-26,Delayed,0
SL00924,Negombo,Ampara,264,Three Wheeler,Express,Stormy,1,2,WH010,Western,4000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,157,20,Yes,No,Insulated box,400,No,Yes,10530.0,2025-02-08,Delivered,0
SL00925,Batticaloa,Matara,305,Three Wheeler,Economy,Cloudy,5,5,WH008,Eastern,2500,No,No,Office Chair,Furniture,12.0,8,10,Yes,Yes,Corner guards and blankets,700,No,No,6410.0,2024-07-08,Delivered,1
SL00926,Galle,Polonnaruwa,297,Van,Economy,Rainy,4,4,WH004,Southern,4500,Yes,No,Dining Table,Furniture,35.0,30,25,Yes,No,Corner guards and blankets,700,No,No,7600.0,2025-02-07,Delivered,1
SL00927,Gampaha,Negombo,27,Three Wheeler,Same-Day,Stormy,1,2,WH002,Western,6000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,350,40,Yes,No,Bubble wrap and double box,850,Yes,No,2720.0,2024-01-13,Delivered,0
SL00928,Anuradhapura,Vavuniya,75,Motorbike,Same-Day,Clear,1,1,WH007,North Central,3000,No,No,Laptop,Electronics,2.5,349,10,Yes,No,Anti-static box with foam,600,Yes,No,4160.0,2024-03-26,Delivered,1
SL00929,Kandy,Chilaw,126,Three Wheeler,Same-Day,Clear,1,1,WH003,Central,5000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,74,50,Yes,No,Insulated box,400,No,Yes,7580.0,2024-03-28,Failed,0
SL00930,Kandy,Gampaha,96,Three Wheeler,Economy,Rainy,4,4,WH003,Central,5000,Yes,Yes,Ceramic Dinnerware Set,Fragile Items,6.0,265,20,Yes,No,Bubble wrap and double box,850,Yes,No,2790.0,2024-09-30,Delivered,1
SL00931,Gampaha,Colombo,33,Lorry,Same-Day,Clear,1,1,WH002,Western,6000,Yes,No,Furniture Set,Furniture,80.0,72,50,Yes,No,Corner guards and blankets,700,No,No,7280.0,2024-08-17,Delivered,1
SL00932,Galle,Hambantota,120,Lorry,Economy,Rainy,4,6,WH004,Southern,4500,Yes,No,Refrigerator,Appliances,55.0,166,20,Yes,No,Wooden crate,1200,No,No,5280.0,2024-04-25,Delayed,0
SL00933,Kandy,Negombo,113,Three Wheeler,Express,Clear,1,1,WH003,Central,5000,Yes,Yes,Frozen Food Pack,Groceries,15.0,164,25,Yes,No,Insulated box,400,No,Yes,5170.0,2024-05-01,Delivered,1
SL00934,Gampaha,Kandy,96,Van,Express,Rainy,1,1,WH002,Western,6000,Yes,No,Air Conditioner,Appliances,45.0,191,50,Yes,No,Wooden crate,1200,No,No,7020.0,2024-06-02,Delivered,1
SL00935,Negombo,Ratnapura,111,Three Wheeler,Standard,Clear,2,2,WH010,Western,4000,Yes,Yes,Books Bundle,Books,10.0,275,100,Yes,No,Corrugated box,200,No,No,3520.0,2024-03-19,Delivered,1
SL00936,Kandy,Chilaw,126,Lorry,Express,Cloudy,1,1,WH003,Central,5000,Yes,Yes,Refrigerator,Appliances,55.0,8,100,Yes,Yes,Wooden crate,1200,No,No,8640.0,2024-04-25,Delivered,1
SL00937,Jaffna,Anuradhapura,195,Three Wheeler,Same-Day,Cloudy,1,1,WH005,Northern,3500,No,No,Cotton Clothing Bale,Clothing,8.0,113,40,Yes,No,Poly mailer bag,120,No,No,8750.0,2025-03-10,Delivered,1
SL00938,Anuradhapura,Kegalle,153,Three Wheeler,Standard,Rainy,2,2,WH007,North Central,3000,No,No,Frozen Food Pack,Groceries,15.0,354,20,Yes,No,Insulated box,400,No,Yes,4580.0,2025-05-24,Delivered,1
SL00939,Matara,Gampaha,182,Lorry,Express,Stormy,1,1,WH009,Southern,3000,Yes,No,Furniture Set,Furniture,80.0,12,40,Yes,Yes,Corner guards and blankets,700,No,No,11040.0,2024-08-12,Delivered,1
SL00940,Galle,Nuwara Eliya,157,Van,Same-Day,Rainy,1,1,WH004,Southern,4500,Yes,No,Washing Machine,Appliances,40.0,28,25,Yes,No,Wooden crate,1200,No,No,10540.0,2024-05-16,Delivered,1
SL00941,Colombo,Nuwara Eliya,180,Motorbike,Standard,Rainy,2,2,WH001,Western,10000,Yes,Yes,Laptop,Electronics,2.5,93,50,Yes,No,Anti-static box with foam,600,Yes,No,4820.0,2024-08-17,Delivered,1
SL00942,Kandy,Negombo,113,Three Wheeler,Express,Stormy,1,1,WH003,Central,5000,Yes,Yes,LED Television,Electronics,15.0,376,40,Yes,No,Anti-static box with foam,600,Yes,No,5000.0,2025-08-18,Delivered,1
SL00943,Batticaloa,Kegalle,205,Van,Express,Clear,1,1,WH008,Eastern,2500,No,No,Washing Machine,Appliances,40.0,3,10,Yes,Yes,Wooden crate,1200,No,No,9410.0,2025-08-05,Delivered,1
SL00944,Kandy,Trincomalee,180,Three Wheeler,Economy,Rainy,4,4,WH003,Central,5000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,377,25,Yes,No,Poly mailer bag,120,No,No,3740.0,2024-12-11,Delivered,1
SL00945,Colombo,Ratnapura,100,Van,Same-Day,Rainy,1,1,WH001,Western,10000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,11,10,Yes,No,Reinforced carton,450,No,No,6820.0,2025-05-30,Delivered,1
SL00946,Colombo,Vavuniya,255,Van,Economy,Stormy,4,4,WH001,Western,10000,Yes,Yes,Dining Table,Furniture,35.0,152,50,Yes,No,Corner guards and blankets,700,No,No,6230.0,2024-06-09,Delivered,1
SL00947,Gampaha,Puttalam,137,Three Wheeler,Economy,Rainy,4,4,WH002,Western,6000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,225,50,Yes,No,Insulated box,400,No,Yes,3510.0,2024-07-07,Delivered,1
SL00948,Negombo,Galle,179,Lorry,Economy,Stormy,4,4,WH010,Western,4000,Yes,Yes,Furniture Set,Furniture,80.0,348,40,Yes,No,Corner guards and blankets,700,No,No,6660.0,2025-03-10,Delivered,1
SL00949,Jaffna,Negombo,355,Three Wheeler,Same-Day,Clear,2,2,WH005,Northern,3500,No,No,Ceramic Dinnerware Set,Fragile Items,6.0,191,10,Yes,No,Bubble wrap and double box,850,Yes,No,15500.0,2025-07-08,Delivered,1
SL00950,Gampaha,Trincomalee,278,Motorbike,Same-Day,Cloudy,1,1,WH002,Western,6000,Yes,No,Laptop,Electronics,2.5,4,100,Yes,Yes,Anti-static box with foam,600,Yes,No,11980.0,2024-03-28,Delivered,1
SL00951,Negombo,Gampaha,27,Three Wheeler,Same-Day,Clear,1,1,WH010,Western,4000,Yes,Yes,LED Television,Electronics,15.0,178,10,Yes,No,Anti-static box with foam,600,Yes,No,3300.0,2025-02-11,Delivered,1
SL00952,Galle,Badulla,183,Motorbike,Economy,Cloudy,4,4,WH004,Southern,4500,Yes,No,Documents Package,Documents,0.5,379,100,Yes,No,Padded envelope,150,No,No,3580.0,2025-05-30,Delivered,1
SL00953,Matara,Negombo,208,Motorbike,Same-Day,Foggy,1,1,WH009,Southern,3000,Yes,No,Laptop,Electronics,2.5,264,50,Yes,No,Anti-static box with foam,600,Yes,No,9160.0,2025-04-19,Delivered,1
SL00954,Gampaha,Monaragala,197,Van,Express,Rainy,1,1,WH002,Western,6000,Yes,No,Washing Machine,Appliances,40.0,354,20,Yes,No,Wooden crate,1200,No,No,10040.0,2025-05-28,Failed,0
SL00955,Negombo,Chilaw,45,Motorbike,Standard,Stormy,2,3,WH010,Western,4000,Yes,Yes,Documents Package,Documents,0.5,193,25,Yes,No,Padded envelope,150,No,No,1560.0,2024-02-10,Delivered,0
SL00956,Galle,Batticaloa,323,Motorbike,Same-Day,Rainy,2,2,WH004,Southern,4500,Yes,No,Glass Vase Set,Fragile Items,4.0,274,10,Yes,No,Bubble wrap and double box,850,Yes,No,13860.0,2024-11-12,Delivered,1
SL00957,Gampaha,Kalutara,73,Lorry,Same-Day,Stormy,1,1,WH002,Western,6000,Yes,No,Furniture Set,Furniture,80.0,171,20,Yes,No,Corner guards and blankets,700,No,No,9090.0,2024-04-01,Delivered,1
SL00958,Kandy,Monaragala,119,Van,Economy,Cloudy,4,5,WH003,Central,5000,Yes,Yes,Washing Machine,Appliances,40.0,151,40,Yes,No,Wooden crate,1200,No,No,4990.0,2025-08-05,Delayed,0
SL00959,Colombo,Nuwara Eliya,180,Three Wheeler,Standard,Stormy,2,2,WH001,Western,10000,Yes,Yes,Frozen Food Pack,Groceries,15.0,337,100,Yes,No,Insulated box,400,No,Yes,5250.0,2024-11-17,Delivered,1
SL00960,Gampaha,Dambulla,146,Van,Economy,Foggy,4,7,WH002,Western,6000,Yes,No,Air Conditioner,Appliances,45.0,369,10,Yes,No,Wooden crate,1200,No,No,5540.0,2025-07-28,Delayed,0
SL00961,Kandy,Negombo,113,Lorry,Standard,Stormy,2,2,WH003,Central,5000,Yes,Yes,Refrigerator,Appliances,55.0,7,10,Yes,Yes,Wooden crate,1200,No,No,5940.0,2024-04-05,Delivered,1
SL00962,Batticaloa,Kalutara,299,Van,Economy,Clear,4,4,WH008,Eastern,2500,No,No,Air Conditioner,Appliances,45.0,12,10,Yes,No,Wooden crate,1200,No,No,8340.0,2024-07-23,Delivered,1
SL00963,Kurunegala,Galle,212,Motorbike,Standard,Cloudy,2,5,WH006,North Western,4000,Yes,No,Glass Vase Set,Fragile Items,4.0,268,20,Yes,No,Bubble wrap and double box,850,Yes,No,5990.0,2024-10-12,Delayed,0
SL00964,Colombo,Ampara,360,Van,Express,Stormy,2,2,WH001,Western,10000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,4,25,Yes,Yes,Reinforced carton,450,No,No,13500.0,2025-01-24,Delivered,1
SL00965,Kurunegala,Hambantota,226,Three Wheeler,Economy,Rainy,4,4,WH006,North Western,4000,Yes,No,LED Television,Electronics,15.0,0,10,No,Yes,Anti-static box with foam,600,Yes,No,5420.0,2024-10-03,Failed,0
SL00966,Kandy,Jaffna,335,Three Wheeler,Express,Clear,2,4,WH003,Central,5000,Yes,Yes,Fresh Vegetables Crate,Groceries,20.0,61,25,Yes,No,Insulated box,400,No,Yes,12870.0,2025-06-21,Delayed,0
SL00967,Jaffna,Trincomalee,233,Three Wheeler,Same-Day,Clear,1,1,WH005,Northern,3500,No,No,Ceramic Dinnerware Set,Fragile Items,6.0,239,25,Yes,No,Bubble wrap and double box,850,Yes,No,10790.0,2024-07-22,Failed,0
SL00968,Anuradhapura,Gampaha,185,Van,Economy,Foggy,4,4,WH007,North Central,3000,No,No,Air Conditioner,Appliances,45.0,102,100,Yes,No,Wooden crate,1200,No,No,6180.0,2025-02-02,Delivered,1
SL00969,Matara,Kegalle,189,Lorry,Express,Clear,1,1,WH009,Southern,3000,Yes,No,Refrigerator,Appliances,55.0,316,50,Yes,No,Wooden crate,1200,No,No,9990.0,2024-11-20,Delivered,1
SL00970,Kandy,Kalutara,140,Lorry,Express,Stormy,1,1,WH003,Central,5000,Yes,Yes,Refrigerator,Appliances,55.0,78,100,Yes,Yes,Wooden crate,1200,No,No,8980.0,2025-04-06,Delivered,1
SL00971,Batticaloa,Chilaw,272,Three Wheeler,Same-Day,Clear,1,4,WH008,Eastern,2500,No,No,Office Chair,Furniture,12.0,116,40,Yes,No,Corner guards and blankets,700,No,No,13390.0,2025-01-21,Delayed,0
SL00972,Kurunegala,Trincomalee,199,Three Wheeler,Express,Foggy,1,1,WH006,North Western,4000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,209,25,Yes,No,Bubble wrap and double box,850,Yes,No,7560.0,2024-05-07,Delivered,1
SL00973,Batticaloa,Hambantota,245,Three Wheeler,Economy,Cloudy,4,4,WH008,Eastern,2500,No,No,Frozen Food Pack,Groceries,15.0,297,40,Yes,No,Insulated box,400,No,Yes,5780.0,2024-12-09,Delivered,1
SL00974,Kandy,Kalutara,140,Motorbike,Economy,Cloudy,4,4,WH003,Central,5000,Yes,Yes,Laptop,Electronics,2.5,10,20,Yes,Yes,Anti-static box with foam,600,Yes,No,3380.0,2024-10-18,Delivered,1
SL00975,Jaffna,Monaragala,445,Three Wheeler,Same-Day,Clear,2,3,WH005,Northern,3500,No,No,Cotton Clothing Bale,Clothing,8.0,73,10,Yes,No,Poly mailer bag,120,No,No,19280.0,2025-02-25,Delayed,0
SL00976,Batticaloa,Kilinochchi,305,Motorbike,Same-Day,Stormy,2,3,WH008,Eastern,2500,No,No,Laptop,Electronics,2.5,36,100,Yes,Yes,Anti-static box with foam,600,Yes,No,12970.0,2025-04-10,Delivered,0
SL00977,Anuradhapura,Jaffna,195,Lorry,Express,Stormy,1,2,WH007,North Central,3000,No,No,Furniture Set,Furniture,80.0,199,40,Yes,No,Corner guards and blankets,700,No,No,11380.0,2025-02-09,Delivered,0
SL00978,Kurunegala,Batticaloa,194,Lorry,Standard,Cloudy,2,2,WH006,North Western,4000,Yes,No,Refrigerator,Appliances,55.0,155,25,Yes,No,Wooden crate,1200,No,No,7960.0,2024-01-05,Delivered,1
SL00979,Colombo,Kandy,115,Three Wheeler,Same-Day,Rainy,1,1,WH001,Western,10000,Yes,Yes,Cotton Clothing Bale,Clothing,8.0,285,100,Yes,No,Poly mailer bag,120,No,No,5630.0,2024-06-23,Delivered,1
SL00980,Galle,Ampara,278,Three Wheeler,Economy,Rainy,4,4,WH004,Southern,4500,Yes,No,Cotton Clothing Bale,Clothing,8.0,221,10,Yes,No,Poly mailer bag,120,No,No,5480.0,2025-02-03,Delivered,1
SL00981,Anuradhapura,Badulla,212,Van,Express,Stormy,1,1,WH007,North Central,3000,No,No,Dining Table,Furniture,35.0,383,20,Yes,No,Corner guards and blankets,700,No,No,9560.0,2025-02-05,Delivered,1
SL00982,Matara,Anuradhapura,341,Three Wheeler,Standard,Rainy,3,3,WH009,Southern,3000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,1,40,Yes,Yes,Insulated box,400,No,Yes,9150.0,2024-06-05,Delivered,1
SL00983,Negombo,Monaragala,222,Lorry,Same-Day,Foggy,1,2,WH010,Western,4000,Yes,Yes,Refrigerator,Appliances,55.0,400,100,Yes,No,Wooden crate,1200,No,No,14400.0,2025-01-01,Delivered,0
SL00984,Galle,Chilaw,232,Van,Express,Cloudy,1,3,WH004,Southern,4500,Yes,No,Dining Table,Furniture,35.0,14,20,Yes,Yes,Corner guards and blankets,700,No,No,10460.0,2024-02-22,Delayed,0
SL00985,Gampaha,Negombo,27,Three Wheeler,Same-Day,Foggy,1,1,WH002,Western,6000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,76,40,Yes,No,Insulated box,400,No,Yes,3140.0,2024-09-25,Delivered,1
SL00986,Gampaha,Galle,156,Van,Economy,Cloudy,4,4,WH002,Western,6000,Yes,No,Dining Table,Furniture,35.0,126,40,Yes,No,Corner guards and blankets,700,No,No,4710.0,2024-01-23,Delivered,1
SL00987,Gampaha,Kalutara,73,Three Wheeler,Same-Day,Rainy,1,3,WH002,Western,6000,Yes,No,Cotton Clothing Bale,Clothing,8.0,212,25,Yes,No,Poly mailer bag,120,No,No,4270.0,2024-07-03,Delayed,0
SL00988,Colombo,Trincomalee,260,Three Wheeler,Same-Day,Clear,1,4,WH001,Western,10000,Yes,Yes,Books Bundle,Books,10.0,197,40,Yes,No,Corrugated box,200,No,No,11860.0,2024-06-11,Delayed,0
SL00989,Jaffna,Negombo,355,Motorbike,Express,Foggy,2,2,WH005,Northern,3500,No,No,Documents Package,Documents,0.5,0,10,No,Yes,Padded envelope,150,No,No,11080.0,2025-01-08,Delivered,1
SL00990,Galle,Colombo,120,Motorbike,Standard,Rainy,2,2,WH004,Southern,4500,Yes,No,Laptop,Electronics,2.5,392,100,Yes,No,Anti-static box with foam,600,Yes,No,3550.0,2025-05-08,Delivered,1
SL00991,Gampaha,Badulla,154,Three Wheeler,Standard,Stormy,2,3,WH002,Western,6000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,273,40,Yes,No,Bubble wrap and double box,850,Yes,No,5080.0,2024-09-13,Delivered,0
SL00992,Galle,Dambulla,271,Van,Standard,Stormy,2,2,WH004,Southern,4500,Yes,No,Dining Table,Furniture,35.0,13,50,Yes,Yes,Corner guards and blankets,700,No,No,7930.0,2025-05-14,Delivered,1
SL00993,Batticaloa,Hambantota,245,Three Wheeler,Standard,Cloudy,2,2,WH008,Eastern,2500,No,No,Cotton Clothing Bale,Clothing,8.0,330,40,Yes,No,Poly mailer bag,120,No,No,5890.0,2024-12-27,Delivered,1
SL00994,Gampaha,Hambantota,214,Van,Express,Clear,1,1,WH002,Western,6000,Yes,No,Air Conditioner,Appliances,45.0,149,50,Yes,No,Wooden crate,1200,No,No,10220.0,2025-06-27,Delivered,1
SL00995,Anuradhapura,Colombo,205,Van,Same-Day,Rainy,1,1,WH007,North Central,3000,No,No,Air Conditioner,Appliances,45.0,239,20,Yes,No,Wooden crate,1200,No,No,12370.0,2024-08-08,Delivered,1
SL00996,Kurunegala,Negombo,84,Van,Standard,Clear,2,2,WH006,North Western,4000,Yes,No,Air Conditioner,Appliances,45.0,0,100,No,Yes,Wooden crate,1200,No,No,5120.0,2024-08-06,Delivered,1
SL00997,Negombo,Badulla,177,Van,Express,Foggy,1,1,WH010,Western,4000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,5,50,Yes,Yes,Reinforced carton,450,No,No,7200.0,2024-10-11,Delivered,1
SL00998,Negombo,Chilaw,45,Van,Economy,Stormy,4,4,WH010,Western,4000,Yes,Yes,Washing Machine,Appliances,40.0,183,20,Yes,No,Wooden crate,1200,No,No,3380.0,2024-02-17,Delivered,1
SL00999,Anuradhapura,Jaffna,195,Three Wheeler,Same-Day,Stormy,1,1,WH007,North Central,3000,No,No,Fresh Vegetables Crate,Groceries,20.0,6,50,Yes,Yes,Insulated box,400,No,Yes,9360.0,2024-01-19,Delivered,1
SL01000,Batticaloa,Ratnapura,239,Lorry,Express,Stormy,1,1,WH008,Eastern,2500,No,No,Refrigerator,Appliances,55.0,0,50,No,Yes,Wooden crate,1200,No,No,12030.0,2024-03-12,Delivered,1
SL01001,Gampaha,Vavuniya,250,Three Wheeler,Standard,Cloudy,2,2,WH002,Western,6000,Yes,No,Frozen Food Pack,Groceries,15.0,197,40,Yes,No,Insulated box,400,No,Yes,6850.0,2024-11-16,Delivered,1
SL01002,Negombo,Kandy,113,Three Wheeler,Economy,Cloudy,4,5,WH010,Western,4000,Yes,Yes,Frozen Food Pack,Groceries,15.0,252,40,Yes,No,Insulated box,400,No,Yes,3230.0,2024-04-15,Delayed,0
SL01003,Galle,Kandy,225,Lorry,Same-Day,Rainy,1,3,WH004,Southern,4500,Yes,No,Refrigerator,Appliances,55.0,6,100,Yes,Yes,Wooden crate,1200,No,No,13720.0,2024-03-31,Delayed,0
SL01004,Kurunegala,Ampara,191,Three Wheeler,Same-Day,Clear,1,1,WH006,North Western,4000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,42,10,Yes,No,Bubble wrap and double box,850,Yes,No,10010.0,2024-03-17,Delivered,1
SL01005,Kurunegala,Monaragala,167,Three Wheeler,Economy,Cloudy,4,4,WH006,North Western,4000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,90,50,Yes,No,Insulated box,400,No,Yes,3960.0,2024-11-22,Delivered,1
SL01006,Negombo,Hambantota,242,Three Wheeler,Economy,Clear,4,4,WH010,Western,4000,Yes,Yes,Office Chair,Furniture,12.0,143,50,Yes,No,Corner guards and blankets,700,No,No,5720.0,2024-10-14,Delivered,1
SL01007,Batticaloa,Matara,305,Motorbike,Same-Day,Cloudy,2,2,WH008,Eastern,2500,No,No,Mobile Phone,Electronics,0.3,384,10,Yes,No,Anti-static box with foam,600,Yes,No,13480.0,2024-09-05,Delivered,1
SL01008,Gampaha,Galle,156,Three Wheeler,Economy,Clear,4,4,WH002,Western,6000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,363,20,Yes,No,Bubble wrap and double box,850,Yes,No,4220.0,2024-07-11,Delivered,1
SL01009,Gampaha,Ratnapura,83,Three Wheeler,Express,Foggy,1,2,WH002,Western,6000,Yes,No,Frozen Food Pack,Groceries,15.0,283,25,Yes,No,Insulated box,400,No,Yes,4270.0,2024-06-06,Failed,0
SL01010,Gampaha,Negombo,27,Motorbike,Express,Cloudy,1,1,WH002,Western,6000,Yes,No,Documents Package,Documents,0.5,251,50,Yes,No,Padded envelope,150,No,No,1380.0,2025-02-13,Delivered,1
SL01011,Gampaha,Matara,182,Three Wheeler,Economy,Rainy,4,4,WH002,Western,6000,Yes,No,Ceramic Dinnerware Set,Fragile Items,6.0,315,100,Yes,No,Bubble wrap and double box,850,Yes,No,4290.0,2024-04-19,Delivered,1
SL01012,Galle,Colombo,120,Motorbike,Economy,Rainy,4,4,WH004,Southern,4500,Yes,No,Laptop,Electronics,2.5,263,100,Yes,No,Anti-static box with foam,600,Yes,No,3030.0,2024-09-28,Delivered,1
SL01013,Matara,Galle,45,Motorbike,Standard,Stormy,2,2,WH009,Southern,3000,Yes,No,Laptop,Electronics,2.5,223,50,Yes,No,Anti-static box with foam,600,Yes,No,1870.0,2024-10-06,Delivered,1
SL01014,Gampaha,Kandy,96,Van,Economy,Stormy,4,4,WH002,Western,6000,Yes,No,Air Conditioner,Appliances,45.0,4,40,Yes,Yes,Wooden crate,1200,No,No,4450.0,2025-05-20,Delivered,1
SL01015,Anuradhapura,Jaffna,195,Motorbike,Same-Day,Rainy,1,1,WH007,North Central,3000,No,No,Documents Package,Documents,0.5,132,10,Yes,No,Padded envelope,150,No,No,8990.0,2025-08-12,Delivered,1
SL01016,Galle,Jaffna,525,Three Wheeler,Same-Day,Cloudy,2,4,WH004,Southern,4500,Yes,No,Fresh Vegetables Crate,Groceries,20.0,337,100,Yes,No,Insulated box,400,No,Yes,22870.0,2024-04-13,Delayed,0
SL01017,Jaffna,Gampaha,371,Motorbike,Express,Rainy,2,2,WH005,Northern,3500,No,No,Medicine Pack,Pharmacy,0.5,197,100,Yes,No,Sealed insulated pack,500,No,Yes,12850.0,2024-10-21,Delivered,1
SL01018,Gampaha,Anuradhapura,185,Lorry,Economy,Cloudy,4,4,WH002,Western,6000,Yes,No,Refrigerator,Appliances,55.0,372,20,Yes,No,Wooden crate,1200,No,No,6140.0,2024-03-12,Delivered,1
SL01019,Kandy,Badulla,130,Van,Economy,Rainy,4,4,WH003,Central,5000,Yes,Yes,Dining Table,Furniture,35.0,361,40,Yes,No,Corner guards and blankets,700,No,No,4150.0,2024-06-30,Delivered,1
SL01020,Gampaha,Anuradhapura,185,Three Wheeler,Same-Day,Foggy,1,1,WH002,Western,6000,Yes,No,Fresh Vegetables Crate,Groceries,20.0,262,50,Yes,No,Insulated box,400,No,Yes,9280.0,2024-04-22,Delivered,1
SL01021,Colombo,Polonnaruwa,225,Three Wheeler,Standard,Rainy,2,2,WH001,Western,10000,Yes,Yes,LED Television,Electronics,15.0,105,20,Yes,No,Anti-static box with foam,600,Yes,No,6080.0,2024-11-07,Failed,0
SL01022,Batticaloa,Gampaha,261,Motorbike,Standard,Foggy,2,2,WH008,Eastern,2500,No,No,Mobile Phone,Electronics,0.3,269,25,Yes,No,Anti-static box with foam,600,Yes,No,7020.0,2024-11-04,Delivered,1
SL01023,Matara,Dambulla,276,Motorbike,Economy,Clear,4,5,WH009,Southern,3000,Yes,No,Mobile Phone,Electronics,0.3,285,100,Yes,No,Anti-static box with foam,600,Yes,No,5480.0,2025-02-24,Delayed,0
SL01024,Kandy,Nuwara Eliya,75,Motorbike,Economy,Clear,4,4,WH003,Central,5000,Yes,Yes,Medicine Pack,Pharmacy,0.5,399,100,Yes,No,Sealed insulated pack,500,No,Yes,2050.0,2024-04-01,Delivered,1
SL01025,Anuradhapura,Chilaw,136,Three Wheeler,Same-Day,Cloudy,1,1,WH007,North Central,3000,No,No,Ceramic Dinnerware Set,Fragile Items,6.0,367,50,Yes,No,Bubble wrap and double box,850,Yes,No,7710.0,2025-06-23,Delivered,1
SL01026,Jaffna,Dambulla,275,Van,Standard,Cloudy,2,2,WH005,Northern,3500,No,No,Dining Table,Furniture,35.0,233,25,Yes,No,Corner guards and blankets,700,No,No,8000.0,2025-08-16,Delivered,1
SL01027,Kurunegala,Kegalle,34,Motorbike,Same-Day,Stormy,1,1,WH006,North Western,4000,Yes,No,Documents Package,Documents,0.5,310,25,Yes,No,Padded envelope,150,No,No,1950.0,2024-05-30,Delivered,1
SL01028,Kandy,Puttalam,156,Van,Standard,Foggy,2,2,WH003,Central,5000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,103,25,Yes,No,Reinforced carton,450,No,No,5320.0,2024-01-16,Delivered,1
SL01029,Colombo,Batticaloa,310,Van,Standard,Foggy,3,3,WH001,Western,10000,Yes,Yes,Auto Spare Parts,Auto Parts,25.0,8,25,Yes,Yes,Reinforced carton,450,No,No,8720.0,2024-01-01,Delivered,1
SL01030,Jaffna,Anuradhapura,195,Three Wheeler,Standard,Cloudy,2,2,WH005,Northern,3500,No,No,LED Television,Electronics,15.0,277,100,Yes,No,Anti-static box with foam,600,Yes,No,5820.0,2024-03-29,Failed,0
